idx	input_file	strategy	time	tflops	tmin	tmax	tdif	tavg	compiler	flags	n_cols	n_rows	period	max_iter	threshold
15	areas_100x150.pgm	simd	0.000553049	3260109000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	0.001
16	areas_100x150.pgm	seq	0.001678825	1073072000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	0.001
17	areas_100x150.pgm	simd	0.000660176	2728818000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	0.001
18	areas_100x150.pgm	seq	0.001643474	1104368000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10	0.01
19	areas_100x150.pgm	simd	0.00048749	3723153000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10	0.01
20	areas_100x150.pgm	seq	0.00267924	672952000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	0.01
21	areas_100x150.pgm	simd	0.000705369	2556109000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	0.01
22	areas_100x150.pgm	seq	0.001981915	908969400.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	0.01
23	areas_100x150.pgm	simd	0.000563241	3198453000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	0.01
24	areas_100x150.pgm	seq	0.001976887	918110100.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10	0.1
25	areas_100x150.pgm	simd	0.000661364	2744328000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10	0.1
26	areas_100x150.pgm	seq	0.001852735	973155900.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	0.1
27	areas_100x150.pgm	simd	0.000505862	3564213000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	0.1
28	areas_100x150.pgm	seq	0.001652851	1089935000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	0.1
29	areas_100x150.pgm	simd	0.000563842	3195044000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	0.1
30	areas_100x150.pgm	seq	0.002978336	609400700.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10	1.0
31	areas_100x150.pgm	simd	0.000783123	2317644000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10	1.0
32	areas_100x150.pgm	seq	0.001966548	916835000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	1.0
33	areas_100x150.pgm	simd	0.000731558	2464603000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	50	10	1.0
34	areas_100x150.pgm	seq	0.002007153	897539900.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	1.0
35	areas_100x150.pgm	simd	0.000557924	3228934000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	100	10	1.0
36	areas_100x150.pgm	seq	0.01730182	1049023000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	1e-05
37	areas_100x150.pgm	simd	0.004880203	3719108000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	1e-05
38	areas_100x150.pgm	seq	0.01516776	1188706000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	1e-05
39	areas_100x150.pgm	simd	0.004217419	4275127000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	1e-05
40	areas_100x150.pgm	seq	0.02433112	740409700.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	1e-05
41	areas_100x150.pgm	simd	0.006247729	2883448000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	1e-05
42	areas_100x150.pgm	seq	0.01981358	916038200.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.0001
43	areas_100x150.pgm	simd	0.005604961	3238203000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.0001
44	areas_100x150.pgm	seq	0.01573906	1145557000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.0001
45	areas_100x150.pgm	simd	0.004257602	4234778000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.0001
46	areas_100x150.pgm	seq	0.01726041	1043718000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.0001
47	areas_100x150.pgm	simd	0.004778131	3770303000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.0001
48	areas_100x150.pgm	seq	0.01735678	1045701000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.001
49	areas_100x150.pgm	simd	0.005368641	3380744000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.001
50	areas_100x150.pgm	seq	0.02429728	742058400.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.001
51	areas_100x150.pgm	simd	0.00641313	2811420000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.001
52	areas_100x150.pgm	seq	0.01590677	1132537000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.001
53	areas_100x150.pgm	simd	0.005022536	3586833000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.001
54	areas_100x150.pgm	seq	0.01732611	1047552000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.01
55	areas_100x150.pgm	simd	0.005113373	3549516000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.01
56	areas_100x150.pgm	seq	0.01662587	1084454000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.01
57	areas_100x150.pgm	simd	0.004875401	3698157000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.01
58	areas_100x150.pgm	seq	0.0155471	1158737000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.01
59	areas_100x150.pgm	simd	0.004817619	3739399000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.01
60	areas_100x150.pgm	seq	0.002900781	625693600.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.1
61	areas_100x150.pgm	simd	0.000872159	2081043000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	100	0.1
62	areas_100x150.pgm	seq	0.01097213	821627500.0	27.84609	78.83047	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.1
63	areas_100x150.pgm	simd	0.002221755	4057603000.0	27.8755	78.76685	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	100	0.1
64	areas_100x150.pgm	seq	0.01651839	1090603000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.1
65	areas_100x150.pgm	simd	0.004195786	4293594000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	0.1
66	areas_100x150.pgm	seq	0.001734093	1046657000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	100	1.0
67	areas_100x150.pgm	simd	0.000555924	3264835000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	100	1.0
68	areas_100x150.pgm	seq	0.007536653	1196154000.0	27.84609	78.83047	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	100	1.0
69	areas_100x150.pgm	simd	0.001573186	5730410000.0	27.8755	78.76685	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	100	1.0
70	areas_100x150.pgm	seq	0.01557258	1156841000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	1.0
71	areas_100x150.pgm	simd	0.004824552	3734025000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	100	1.0
72	areas_100x150.pgm	seq	0.1678428	1081369000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	10	1000	1e-05
73	areas_100x150.pgm	simd	0.0545136	3329444000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	10	1000	1e-05
74	areas_100x150.pgm	seq	0.1656427	1088487000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	50	1000	1e-05
75	areas_100x150.pgm	simd	0.04988941	3613994000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	50	1000	1e-05
76	areas_100x150.pgm	seq	0.1569319	1147950000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	100	1000	1e-05
77	areas_100x150.pgm	simd	0.04441601	4055970000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	100	1000	1e-05
78	areas_100x150.pgm	seq	0.1641996	1105362000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.0001
79	areas_100x150.pgm	simd	0.05020022	3615522000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.0001
80	areas_100x150.pgm	seq	0.1488623	1211186000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.0001
81	areas_100x150.pgm	simd	0.04462401	4040426000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.0001
82	areas_100x150.pgm	seq	0.1318468	1366358000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.0001
83	areas_100x150.pgm	simd	0.0382786	4706285000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.0001
84	areas_100x150.pgm	seq	0.1485742	1221612000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.001
85	areas_100x150.pgm	simd	0.04658948	3895729000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.001
86	areas_100x150.pgm	seq	0.1432671	1258489000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.001
87	areas_100x150.pgm	simd	0.04453055	4048906000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.001
88	areas_100x150.pgm	seq	0.1432116	1257929000.0	35.46293	67.9166	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.001
89	areas_100x150.pgm	simd	0.04296098	4193340000.0	35.46293	67.87343	0.009086163	49.55994	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.001
90	areas_100x150.pgm	seq	0.1631942	978711200.0	35.44289	68.94455	0.00994394	49.47714	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.01
91	areas_100x150.pgm	simd	0.04245042	3762507000.0	35.44289	68.93184	0.00994394	49.47714	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.01
92	areas_100x150.pgm	seq	0.131495	1234039000.0	35.44663	68.76581	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.01
93	areas_100x150.pgm	simd	0.04330688	3746980000.0	35.44663	68.7496	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.01
94	areas_100x150.pgm	seq	0.1442745	1123795000.0	35.44663	68.76581	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.01
95	areas_100x150.pgm	simd	0.04300804	3769877000.0	35.44663	68.7496	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.01
96	areas_100x150.pgm	seq	0.001722583	1053650000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.1
97	areas_100x150.pgm	simd	0.000556058	3264048000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	1000	0.1
98	areas_100x150.pgm	seq	0.007254283	1242714000.0	27.84609	78.83047	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.1
99	areas_100x150.pgm	simd	0.00223889	4026549000.0	27.8755	78.76685	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	1000	0.1
100	areas_100x150.pgm	seq	0.01983743	908131600.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.1
101	areas_100x150.pgm	simd	0.006369211	2828451000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	1000	0.1
102	areas_100x150.pgm	seq	0.002000459	907291800.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	1000	1.0
103	areas_100x150.pgm	simd	0.000577298	3143957000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	1000	1.0
104	areas_100x150.pgm	seq	0.008731325	1032489000.0	27.84609	78.83047	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	1000	1.0
105	areas_100x150.pgm	simd	0.00207871	4336824000.0	27.8755	78.76685	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	1000	1.0
106	areas_100x150.pgm	seq	0.01490171	1208922000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	1000	1.0
107	areas_100x150.pgm	simd	0.004807684	3747126000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	1000	1.0
108	areas_100x150.pgm	seq	0.8472066	1071167000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	10	5000	1e-05
109	areas_100x150.pgm	simd	0.2369178	3830442000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	10	5000	1e-05
110	areas_100x150.pgm	seq	0.789836	1141376000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	50	5000	1e-05
111	areas_100x150.pgm	simd	0.2225731	4050355000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	50	5000	1e-05
112	areas_100x150.pgm	seq	0.7363014	1223344000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	5000	1e-05
113	areas_100x150.pgm	simd	0.219466	4104280000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	5000	1e-05
114	areas_100x150.pgm	seq	0.7948051	1141789000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.0001
115	areas_100x150.pgm	simd	0.2466864	3678760000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.0001
116	areas_100x150.pgm	seq	0.6295897	1431885000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.0001
117	areas_100x150.pgm	simd	0.2163508	4166843000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.0001
118	areas_100x150.pgm	seq	0.7010946	1284777000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.0001
119	areas_100x150.pgm	simd	0.1659393	5428190000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.0001
120	areas_100x150.pgm	seq	0.8294306	1076618000.0	35.56833	65.6478	0.0009961771	50.69107	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.001
121	areas_100x150.pgm	simd	0.2424491	3683165000.0	35.56833	65.63702	0.0009961771	50.69107	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.001
122	areas_100x150.pgm	seq	0.7348823	1214460000.0	35.5688	65.6468	0.0009819769	50.69629	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.001
123	areas_100x150.pgm	simd	0.2188528	4078015000.0	35.5688	65.63599	0.0009819769	50.69629	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.001
124	areas_100x150.pgm	seq	0.7528297	1196486000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.001
125	areas_100x150.pgm	simd	0.2060109	4372342000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.001
126	areas_100x150.pgm	seq	0.1397837	1142622000.0	35.44289	68.94455	0.00994394	49.47714	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.01
127	areas_100x150.pgm	simd	0.04353141	3669075000.0	35.44289	68.93184	0.00994394	49.47714	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.01
128	areas_100x150.pgm	seq	0.108479	1495866000.0	35.44663	68.76581	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.01
129	areas_100x150.pgm	simd	0.04016994	4039588000.0	35.44663	68.7496	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.01
130	areas_100x150.pgm	seq	0.1563524	1036984000.0	35.44663	68.76581	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.01
131	areas_100x150.pgm	simd	0.04298954	3771499000.0	35.44663	68.7496	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.01
132	areas_100x150.pgm	seq	0.00173394	1046749000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.1
133	areas_100x150.pgm	simd	0.000554281	3274512000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	5000	0.1
134	areas_100x150.pgm	seq	0.007876801	1144500000.0	27.84609	78.83047	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.1
135	areas_100x150.pgm	simd	0.002451633	3677141000.0	27.8755	78.76685	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	5000	0.1
136	areas_100x150.pgm	seq	0.01552319	1160522000.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.1
137	areas_100x150.pgm	simd	0.004788579	3762076000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	5000	0.1
138	areas_100x150.pgm	seq	0.001727291	1050778000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	5000	1.0
139	areas_100x150.pgm	simd	0.000550801	3295201000.0	26.44264	79.34817	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	5000	1.0
140	areas_100x150.pgm	seq	0.01302034	692378100.0	27.84609	78.83047	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	5000	1.0
141	areas_100x150.pgm	simd	0.003470549	2597572000.0	27.8755	78.76685	0.03652422	48.42597	gcc	-O2 -mavx2 -mfma	100	150	50	5000	1.0
142	areas_100x150.pgm	seq	0.01947262	925145200.0	29.47516	78.10319	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	5000	1.0
143	areas_100x150.pgm	simd	0.005272009	3417103000.0	29.48215	78.02024	0.03174113	48.53075	gcc	-O2 -mavx2 -mfma	100	150	100	5000	1.0
144	areas_100x150.pgm	seq	1.651724	1098852000.0	35.62913	65.68242	0.0002483306	51.34411	gcc	-O2 -mavx2 -mfma	100	150	10	10000	1e-05
145	areas_100x150.pgm	simd	0.4850788	3741660000.0	35.62913	65.64896	0.000248302	51.34411	gcc	-O2 -mavx2 -mfma	100	150	10	10000	1e-05
146	areas_100x150.pgm	seq	1.380094	1306433000.0	35.62913	65.68242	0.0002483306	51.34411	gcc	-O2 -mavx2 -mfma	100	150	50	10000	1e-05
147	areas_100x150.pgm	simd	0.3676171	4904560000.0	35.62913	65.64896	0.000248302	51.34411	gcc	-O2 -mavx2 -mfma	100	150	50	10000	1e-05
148	areas_100x150.pgm	seq	0.9299353	1937232000.0	35.62913	65.68242	0.0002483306	51.34411	gcc	-O2 -mavx2 -mfma	100	150	100	10000	1e-05
149	areas_100x150.pgm	simd	0.294321	6120868000.0	35.62913	65.64896	0.000248302	51.34411	gcc	-O2 -mavx2 -mfma	100	150	100	10000	1e-05
150	areas_100x150.pgm	seq	1.643991	1104021000.0	35.62913	65.68242	0.0002483306	51.34411	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.0001
151	areas_100x150.pgm	simd	0.4889453	3712072000.0	35.62913	65.64896	0.000248302	51.34411	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.0001
152	areas_100x150.pgm	seq	1.391283	1295926000.0	35.62913	65.68242	0.0002483306	51.34411	gcc	-O2 -mavx2 -mfma	100	150	50	10000	0.0001
153	areas_100x150.pgm	simd	0.3582257	5033140000.0	35.62913	65.64896	0.000248302	51.34411	gcc	-O2 -mavx2 -mfma	100	150	50	10000	0.0001
154	areas_100x150.pgm	seq	0.9064	1987533000.0	35.62913	65.68242	0.0002483306	51.34411	gcc	-O2 -mavx2 -mfma	100	150	100	10000	0.0001
155	areas_100x150.pgm	simd	0.2872983	6270486000.0	35.62913	65.64896	0.000248302	51.34411	gcc	-O2 -mavx2 -mfma	100	150	100	10000	0.0001
156	areas_100x150.pgm	seq	0.4260813	2095797000.0	35.56833	65.6478	0.0009961771	50.69107	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.001
157	areas_100x150.pgm	simd	0.1439991	6201289000.0	35.56833	65.63702	0.0009961771	50.69107	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.001
158	areas_100x150.pgm	seq	0.407866	2188182000.0	35.5688	65.6468	0.0009819769	50.69629	gcc	-O2 -mavx2 -mfma	100	150	50	10000	0.001
159	areas_100x150.pgm	simd	0.1839001	4853097000.0	35.5688	65.63599	0.0009819769	50.69629	gcc	-O2 -mavx2 -mfma	100	150	50	10000	0.001
160	areas_100x150.pgm	seq	0.7689576	1171391000.0	35.5696	65.64517	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	10000	0.001
161	areas_100x150.pgm	simd	0.2104182	4280761000.0	35.5696	65.6343	0.0009588024	50.70493	gcc	-O2 -mavx2 -mfma	100	150	100	10000	0.001
162	areas_100x150.pgm	seq	0.1476903	1081452000.0	35.44289	68.94455	0.00994394	49.47714	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.01
163	areas_100x150.pgm	simd	0.04365893	3658359000.0	35.44289	68.93184	0.00994394	49.47714	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.01
164	areas_100x150.pgm	seq	0.1304198	1244213000.0	35.44663	68.76581	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	50	10000	0.01
165	areas_100x150.pgm	simd	0.03717548	4364974000.0	35.44663	68.7496	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	50	10000	0.01
166	areas_100x150.pgm	seq	0.1288468	1258355000.0	35.44663	68.76581	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	100	10000	0.01
167	areas_100x150.pgm	simd	0.03973256	4080659000.0	35.44663	68.7496	0.009793348	49.49163	gcc	-O2 -mavx2 -mfma	100	150	100	10000	0.01
168	areas_100x150.pgm	seq	0.001595665	1137457000.0	26.3895	79.38623	0.04238701	48.33468	gcc	-O2 -mavx2 -mfma	100	150	10	10000	0.1
