idx	input_file	strategy	time	tflops	tmin	tmax	tdif	tavg	compiler	flags	n_cols	n_rows	period	max_iter	threshold
21	areas_100x150.pgm	simd	0.001044133	1726792000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	50	10	0.01
22	areas_100x150.pgm	seq	0.002658523	677631900.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	100	10	0.01
23	areas_100x150.pgm	simd	0.000857906	2099880000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	100	10	0.01
24	areas_100x150.pgm	seq	0.002152057	843379100.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10	0.1
25	areas_100x150.pgm	simd	0.000687733	2639106000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10	0.1
26	areas_100x150.pgm	seq	0.002013912	895272500.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	50	10	0.1
27	areas_100x150.pgm	simd	0.000606767	2971487000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	50	10	0.1
28	areas_100x150.pgm	seq	0.001734116	1038858000.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	100	10	0.1
29	areas_100x150.pgm	simd	0.000601199	2996512000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	100	10	0.1
30	areas_100x150.pgm	seq	0.00243683	744820100.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10	1.0
31	areas_100x150.pgm	simd	0.00102354	1773258000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10	1.0
32	areas_100x150.pgm	seq	0.002486813	725024400.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	50	10	1.0
33	areas_100x150.pgm	simd	0.000808588	2229813000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	50	10	1.0
34	areas_100x150.pgm	seq	0.002340114	769834300.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	100	10	1.0
35	areas_100x150.pgm	simd	0.000759472	2372043000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	100	10	1.0
36	areas_100x150.pgm	seq	0.01954972	928402100.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	1e-05
37	areas_100x150.pgm	simd	0.006387423	2841522000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	1e-05
38	areas_100x150.pgm	seq	0.01715826	1050806000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	1e-05
39	areas_100x150.pgm	simd	0.005702306	3161879000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	1e-05
40	areas_100x150.pgm	seq	0.01693666	1063669000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	1e-05
41	areas_100x150.pgm	simd	0.00566285	3181260000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	1e-05
42	areas_100x150.pgm	seq	0.01836207	988450800.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	0.0001
43	areas_100x150.pgm	simd	0.007095963	2557792000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	0.0001
44	areas_100x150.pgm	seq	0.0121075	1489159000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	0.0001
45	areas_100x150.pgm	simd	0.004789727	3764306000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	0.0001
46	areas_100x150.pgm	seq	0.01617106	1114027000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.0001
47	areas_100x150.pgm	simd	0.005138195	3506095000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.0001
48	areas_100x150.pgm	seq	0.01909615	950453500.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	0.001
49	areas_100x150.pgm	simd	0.006417257	2828311000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	0.001
50	areas_100x150.pgm	seq	0.02408635	748556800.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	0.001
51	areas_100x150.pgm	simd	0.006684006	2697484000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	0.001
52	areas_100x150.pgm	seq	0.017719	1016705000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.001
53	areas_100x150.pgm	simd	0.00611197	2947495000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.001
54	areas_100x150.pgm	seq	0.01911967	949284400.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	0.01
55	areas_100x150.pgm	simd	0.006352999	2856918000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	10	100	0.01
56	areas_100x150.pgm	seq	0.01711882	1053227000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	0.01
57	areas_100x150.pgm	simd	0.005685319	3171326000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	50	100	0.01
58	areas_100x150.pgm	seq	0.01691145	1065255000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.01
59	areas_100x150.pgm	simd	0.005609927	3211272000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.01
60	areas_100x150.pgm	seq	0.003289939	551682000.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	100	0.1
61	areas_100x150.pgm	simd	0.001052669	1724189000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	100	0.1
62	areas_100x150.pgm	seq	0.01192229	756146400.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	100	0.1
63	areas_100x150.pgm	simd	0.003174257	2840035000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	100	0.1
64	areas_100x150.pgm	seq	0.01810923	994796600.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.1
65	areas_100x150.pgm	simd	0.005689844	3166168000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	0.1
66	areas_100x150.pgm	seq	0.001907534	951490200.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	100	1.0
67	areas_100x150.pgm	simd	0.000644484	2816206000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	100	1.0
68	areas_100x150.pgm	seq	0.007881901	1143760000.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	100	1.0
69	areas_100x150.pgm	simd	0.002852969	3159866000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	100	1.0
70	areas_100x150.pgm	seq	0.02544705	707940500.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	1.0
71	areas_100x150.pgm	simd	0.006512487	2766224000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	100	1.0
72	areas_100x150.pgm	seq	0.1919406	945605200.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	10	1000	1e-05
73	areas_100x150.pgm	simd	0.06386312	2842016000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	10	1000	1e-05
74	areas_100x150.pgm	seq	0.1708326	1055419000.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	50	1000	1e-05
75	areas_100x150.pgm	simd	0.05706836	3159369000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	50	1000	1e-05
76	areas_100x150.pgm	seq	0.1539051	1170527000.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	100	1000	1e-05
77	areas_100x150.pgm	simd	0.05452977	3303700000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	100	1000	1e-05
78	areas_100x150.pgm	seq	0.1874821	968092300.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	10	1000	0.0001
79	areas_100x150.pgm	simd	0.05852886	3101034000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	10	1000	0.0001
80	areas_100x150.pgm	seq	0.1934952	931805900.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	50	1000	0.0001
81	areas_100x150.pgm	simd	0.0571099	3157071000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	50	1000	0.0001
82	areas_100x150.pgm	seq	0.1675427	1075248000.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	100	1000	0.0001
83	areas_100x150.pgm	simd	0.05892085	3057491000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	100	1000	0.0001
84	areas_100x150.pgm	seq	0.1799814	1008437000.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	10	1000	0.001
85	areas_100x150.pgm	simd	0.05877028	3088296000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	10	1000	0.001
86	areas_100x150.pgm	seq	0.1606513	1122307000.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	50	1000	0.001
87	areas_100x150.pgm	simd	0.05152669	3499158000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	50	1000	0.001
88	areas_100x150.pgm	seq	0.1584886	1136675000.0	35.46293	67.9166	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	100	1000	0.001
89	areas_100x150.pgm	simd	0.05083462	3543845000.0	35.46293	67.87343	0.009086163	49.55994	icc	-O2 -march=core-avx2	100	150	100	1000	0.001
90	areas_100x150.pgm	seq	0.179955	887555400.0	35.44289	68.94455	0.00994394	49.47714	icc	-O2 -march=core-avx2	100	150	10	1000	0.01
91	areas_100x150.pgm	simd	0.05621337	2841317000.0	35.44289	68.93184	0.00994394	49.47714	icc	-O2 -march=core-avx2	100	150	10	1000	0.01
92	areas_100x150.pgm	seq	0.1418924	1143613000.0	35.44663	68.76581	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	50	1000	0.01
93	areas_100x150.pgm	simd	0.04726005	3433556000.0	35.44663	68.7496	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	50	1000	0.01
94	areas_100x150.pgm	seq	0.1397631	1160070000.0	35.44663	68.76581	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	100	1000	0.01
95	areas_100x150.pgm	simd	0.04658355	3480520000.0	35.44663	68.7496	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	100	1000	0.01
96	areas_100x150.pgm	seq	0.001751013	1036543000.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	1000	0.1
97	areas_100x150.pgm	simd	0.000622914	2913725000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	1000	0.1
98	areas_100x150.pgm	seq	0.007872628	1145107000.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	1000	0.1
99	areas_100x150.pgm	simd	0.00260576	3459643000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	1000	0.1
100	areas_100x150.pgm	seq	0.02553104	705611800.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	1000	0.1
101	areas_100x150.pgm	simd	0.00683853	2634338000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	1000	0.1
102	areas_100x150.pgm	seq	0.002403509	755145900.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	1000	1.0
103	areas_100x150.pgm	simd	0.00078897	2300468000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	1000	1.0
104	areas_100x150.pgm	seq	0.009339403	965265100.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	1000	1.0
105	areas_100x150.pgm	simd	0.002631115	3426304000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	1000	1.0
106	areas_100x150.pgm	seq	0.01541135	1168944000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	1000	1.0
107	areas_100x150.pgm	simd	0.005574803	3231504000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	1000	1.0
108	areas_100x150.pgm	seq	0.8940813	1015008000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	10	5000	1e-05
109	areas_100x150.pgm	simd	0.2898509	3130920000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	10	5000	1e-05
110	areas_100x150.pgm	seq	0.8508089	1059580000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	50	5000	1e-05
111	areas_100x150.pgm	simd	0.2620335	3440400000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	50	5000	1e-05
112	areas_100x150.pgm	seq	0.7773511	1158743000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	5000	1e-05
113	areas_100x150.pgm	simd	0.2587702	3480887000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	5000	1e-05
114	areas_100x150.pgm	seq	0.8975101	1011131000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	10	5000	0.0001
115	areas_100x150.pgm	simd	0.3096156	2931054000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	10	5000	0.0001
116	areas_100x150.pgm	seq	0.6193675	1455517000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	50	5000	0.0001
117	areas_100x150.pgm	simd	0.2426651	3714996000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	50	5000	0.0001
118	areas_100x150.pgm	seq	0.5219172	1725849000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	5000	0.0001
119	areas_100x150.pgm	simd	0.1957708	4601043000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	5000	0.0001
120	areas_100x150.pgm	seq	0.919327	971341000.0	35.56833	65.6478	0.0009961771	50.69107	icc	-O2 -march=core-avx2	100	150	10	5000	0.001
121	areas_100x150.pgm	simd	0.2951006	3026019000.0	35.56833	65.63702	0.0009961771	50.69107	icc	-O2 -march=core-avx2	100	150	10	5000	0.001
122	areas_100x150.pgm	seq	0.7855158	1136177000.0	35.5688	65.6468	0.0009819769	50.69629	icc	-O2 -march=core-avx2	100	150	50	5000	0.001
123	areas_100x150.pgm	simd	0.2604995	3426052000.0	35.5688	65.63599	0.0009819769	50.69629	icc	-O2 -march=core-avx2	100	150	50	5000	0.001
124	areas_100x150.pgm	seq	0.7950848	1132898000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	5000	0.001
125	areas_100x150.pgm	simd	0.2716702	3315601000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	5000	0.001
126	areas_100x150.pgm	seq	0.1608065	993243700.0	35.44289	68.94455	0.00994394	49.47714	icc	-O2 -march=core-avx2	100	150	10	5000	0.01
127	areas_100x150.pgm	simd	0.05143939	3105013000.0	35.44289	68.93184	0.00994394	49.47714	icc	-O2 -march=core-avx2	100	150	10	5000	0.01
128	areas_100x150.pgm	seq	0.1041838	1557536000.0	35.44663	68.76581	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	50	5000	0.01
129	areas_100x150.pgm	simd	0.0439982	3688105000.0	35.44663	68.7496	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	50	5000	0.01
130	areas_100x150.pgm	seq	0.1761047	920674100.0	35.44663	68.76581	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	100	5000	0.01
131	areas_100x150.pgm	simd	0.05312291	3052073000.0	35.44663	68.7496	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	100	5000	0.01
132	areas_100x150.pgm	seq	0.001953789	928964200.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	5000	0.1
133	areas_100x150.pgm	simd	0.000687856	2638634000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	5000	0.1
134	areas_100x150.pgm	seq	0.009313046	967996900.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	5000	0.1
135	areas_100x150.pgm	simd	0.002997814	3007191000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	5000	0.1
136	areas_100x150.pgm	seq	0.01692702	1064275000.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	5000	0.1
137	areas_100x150.pgm	simd	0.005632015	3198678000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	5000	0.1
138	areas_100x150.pgm	seq	0.001900653	954935000.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	5000	1.0
139	areas_100x150.pgm	simd	0.000643515	2820447000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	5000	1.0
140	areas_100x150.pgm	seq	0.01318982	683481600.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	5000	1.0
141	areas_100x150.pgm	simd	0.004049222	2226354000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	5000	1.0
142	areas_100x150.pgm	seq	0.02097827	858745800.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	5000	1.0
143	areas_100x150.pgm	simd	0.005651193	3187822000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	5000	1.0
144	areas_100x150.pgm	seq	1.799945	1008364000.0	35.62913	65.68242	0.0002483306	51.34411	icc	-O2 -march=core-avx2	100	150	10	10000	1e-05
145	areas_100x150.pgm	simd	0.5972154	3039104000.0	35.62913	65.64896	0.000248302	51.34411	icc	-O2 -march=core-avx2	100	150	10	10000	1e-05
146	areas_100x150.pgm	seq	1.491722	1208670000.0	35.62913	65.68242	0.0002483306	51.34411	icc	-O2 -march=core-avx2	100	150	50	10000	1e-05
147	areas_100x150.pgm	simd	0.444294	4058124000.0	35.62913	65.64896	0.000248302	51.34411	icc	-O2 -march=core-avx2	100	150	50	10000	1e-05
148	areas_100x150.pgm	seq	1.0513	1713592000.0	35.62913	65.68242	0.0002483306	51.34411	icc	-O2 -march=core-avx2	100	150	100	10000	1e-05
149	areas_100x150.pgm	simd	0.3512053	5129479000.0	35.62913	65.64896	0.000248302	51.34411	icc	-O2 -march=core-avx2	100	150	100	10000	1e-05
150	areas_100x150.pgm	seq	1.731786	1048051000.0	35.62913	65.68242	0.0002483306	51.34411	icc	-O2 -march=core-avx2	100	150	10	10000	0.0001
151	areas_100x150.pgm	simd	0.6098022	2976375000.0	35.62913	65.64896	0.000248302	51.34411	icc	-O2 -march=core-avx2	100	150	10	10000	0.0001
152	areas_100x150.pgm	seq	1.577544	1142916000.0	35.62913	65.68242	0.0002483306	51.34411	icc	-O2 -march=core-avx2	100	150	50	10000	0.0001
153	areas_100x150.pgm	simd	0.4961266	3634153000.0	35.62913	65.64896	0.000248302	51.34411	icc	-O2 -march=core-avx2	100	150	50	10000	0.0001
154	areas_100x150.pgm	seq	0.9897315	1820191000.0	35.62913	65.68242	0.0002483306	51.34411	icc	-O2 -march=core-avx2	100	150	100	10000	0.0001
155	areas_100x150.pgm	simd	0.3520074	5117790000.0	35.62913	65.64896	0.000248302	51.34411	icc	-O2 -march=core-avx2	100	150	100	10000	0.0001
156	areas_100x150.pgm	seq	0.4777419	1869168000.0	35.56833	65.6478	0.0009961771	50.69107	icc	-O2 -march=core-avx2	100	150	10	10000	0.001
157	areas_100x150.pgm	simd	0.1829969	4879755000.0	35.56833	65.63702	0.0009961771	50.69107	icc	-O2 -march=core-avx2	100	150	10	10000	0.001
158	areas_100x150.pgm	seq	0.4477541	1993248000.0	35.5688	65.6468	0.0009819769	50.69629	icc	-O2 -march=core-avx2	100	150	50	10000	0.001
159	areas_100x150.pgm	simd	0.2079444	4291941000.0	35.5688	65.63599	0.0009819769	50.69629	icc	-O2 -march=core-avx2	100	150	50	10000	0.001
160	areas_100x150.pgm	seq	0.835804	1077705000.0	35.5696	65.64517	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	10000	0.001
161	areas_100x150.pgm	simd	0.2582611	3487750000.0	35.5696	65.6343	0.0009588024	50.70493	icc	-O2 -march=core-avx2	100	150	100	10000	0.001
162	areas_100x150.pgm	seq	0.1540163	1037033000.0	35.44289	68.94455	0.00994394	49.47714	icc	-O2 -march=core-avx2	100	150	10	10000	0.01
163	areas_100x150.pgm	simd	0.05169191	3089845000.0	35.44289	68.93184	0.00994394	49.47714	icc	-O2 -march=core-avx2	100	150	10	10000	0.01
164	areas_100x150.pgm	seq	0.1419169	1143416000.0	35.44663	68.76581	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	50	10000	0.01
165	areas_100x150.pgm	simd	0.04722742	3435928000.0	35.44663	68.7496	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	50	10000	0.01
166	areas_100x150.pgm	seq	0.1438925	1126779000.0	35.44663	68.76581	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	100	10000	0.01
167	areas_100x150.pgm	simd	0.04888434	3316706000.0	35.44663	68.7496	0.009793348	49.49163	icc	-O2 -march=core-avx2	100	150	100	10000	0.01
168	areas_100x150.pgm	seq	0.001909562	950479700.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10000	0.1
169	areas_100x150.pgm	simd	0.000594421	3053391000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10000	0.1
170	areas_100x150.pgm	seq	0.01398947	644413100.0	27.84609	78.83047	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	10000	0.1
171	areas_100x150.pgm	simd	0.003608396	2498340000.0	27.8755	78.76685	0.03652422	48.42597	icc	-O2 -march=core-avx2	100	150	50	10000	0.1
172	areas_100x150.pgm	seq	0.01918287	939118900.0	29.47516	78.10319	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	10000	0.1
173	areas_100x150.pgm	simd	0.005837241	3086218000.0	29.48215	78.02024	0.03174113	48.53075	icc	-O2 -march=core-avx2	100	150	100	10000	0.1
174	areas_100x150.pgm	seq	0.001849844	981163800.0	26.3895	79.38623	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10000	1.0
175	areas_100x150.pgm	simd	0.00067745	2679165000.0	26.44264	79.34817	0.04238701	48.33468	icc	-O2 -march=core-avx2	100	150	10	10000	1.0
